EmployeeID,DeviceID,Location,Vendor,Product,DeploymentType,EntitledLicenses,ActualUsage
393,DEV-00393,Singapore,Adobe CC,Premiere Pro,On-Prem,5,4
394,DEV-00394,India,Microsoft 365,Word,On-Prem,1,1
395,DEV-00395,Singapore,Oracle DB,Oracle 19c,On-Prem,2,0
396,DEV-00396,Singapore,SQL Server,SQL 2019,On-Prem,1,0
397,DEV-00397,UK,Oracle DB,Oracle 21c,Cloud,5,3
398,DEV-00398,Germany,Microsoft 365,Excel,On-Prem,1,0
399,DEV-00399,Singapore,Salesforce,CRM Cloud,On-Prem,5,1
400,DEV-00400,Germany,Microsoft 365,Word,On-Prem,2,0
401,DEV-00401,US,Zoom,Zoom Meetings,On-Prem,1,1
402,DEV-00402,Singapore,Salesforce,CRM Cloud,Cloud,1,1
403,DEV-00403,US,Oracle DB,Oracle 21c,On-Prem,4,0
404,DEV-00404,UK,Adobe CC,Premiere Pro,On-Prem,5,1
405,DEV-00405,US,Zoom,Zoom Meetings,Cloud,4,3
406,DEV-00406,UK,SQL Server,SQL 2022,On-Prem,2,0
407,DEV-00407,US,SQL Server,SQL 2019,Cloud,3,1
408,DEV-00408,Singapore,Microsoft 365,PowerPoint,On-Prem,2,1
409,DEV-00409,Singapore,Adobe CC,Illustrator,Cloud,2,1
410,DEV-00410,India,SQL Server,SQL 2019,Cloud,2,2
411,DEV-00411,US,Adobe CC,Photoshop,Cloud,2,2
412,DEV-00412,India,Salesforce,CRM Cloud,On-Prem,4,0
413,DEV-00413,UK,SQL Server,SQL 2019,Cloud,2,0
414,DEV-00414,Singapore,Zoom,Zoom Meetings,On-Prem,4,4
415,DEV-00415,India,Oracle DB,Oracle 19c,Cloud,5,3
416,DEV-00416,Singapore,Oracle DB,Oracle 21c,Cloud,2,0
417,DEV-00417,UK,Salesforce,CRM Cloud,On-Prem,3,3
418,DEV-00418,India,Zoom,Zoom Meetings,Cloud,4,1
419,DEV-00419,Singapore,Zoom,Zoom Meetings,On-Prem,4,2
420,DEV-00420,UK,Adobe CC,Illustrator,Cloud,2,1
421,DEV-00421,Germany,Microsoft 365,PowerPoint,On-Prem,4,2
422,DEV-00422,India,Salesforce,CRM Cloud,Cloud,3,0
423,DEV-00423,US,Adobe CC,Premiere Pro,On-Prem,2,0
424,DEV-00424,US,Microsoft 365,Excel,On-Prem,5,0
425,DEV-00425,India,Adobe CC,Photoshop,Cloud,5,0
426,DEV-00426,UK,Microsoft 365,Word,Cloud,3,2
427,DEV-00427,UK,SQL Server,SQL 2022,Cloud,3,0
428,DEV-00428,US,SQL Server,SQL 2022,Cloud,4,0
429,DEV-00429,Singapore,Salesforce,CRM Cloud,Cloud,2,1
430,DEV-00430,India,Zoom,Zoom Meetings,Cloud,3,1
431,DEV-00431,US,Adobe CC,Photoshop,Cloud,2,0
432,DEV-00432,US,SQL Server,SQL 2019,On-Prem,3,0
433,DEV-00433,Singapore,Salesforce,CRM Cloud,Cloud,2,2
434,DEV-00434,Singapore,Microsoft 365,Excel,On-Prem,5,1
435,DEV-00435,US,Adobe CC,Premiere Pro,On-Prem,2,1
436,DEV-00436,UK,Adobe CC,Photoshop,On-Prem,3,3
437,DEV-00437,India,Salesforce,CRM Cloud,On-Prem,3,3
438,DEV-00438,India,SQL Server,SQL 2022,Cloud,1,0
439,DEV-00439,Germany,Oracle DB,Oracle 21c,Cloud,5,0
440,DEV-00440,UK,Adobe CC,Illustrator,Cloud,3,1
441,DEV-00441,US,Salesforce,CRM Cloud,On-Prem,5,2
442,DEV-00442,UK,SQL Server,SQL 2022,Cloud,4,0
443,DEV-00443,India,Microsoft 365,Excel,Cloud,3,0
444,DEV-00444,US,Oracle DB,Oracle 21c,On-Prem,4,0
445,DEV-00445,India,Salesforce,CRM Cloud,On-Prem,3,1
446,DEV-00446,Singapore,Oracle DB,Oracle 21c,On-Prem,5,0
447,DEV-00447,UK,Zoom,Zoom Meetings,On-Prem,4,3
448,DEV-00448,US,Microsoft 365,Excel,Cloud,1,1
449,DEV-00449,Germany,Zoom,Zoom Meetings,On-Prem,1,1
450,DEV-00450,Singapore,Adobe CC,Premiere Pro,On-Prem,2,2
451,DEV-00451,UK,Adobe CC,Premiere Pro,On-Prem,3,0
452,DEV-00452,UK,SQL Server,SQL 2019,On-Prem,2,2
453,DEV-00453,India,Zoom,Zoom Meetings,Cloud,4,4
454,DEV-00454,UK,SQL Server,SQL 2022,Cloud,4,2
455,DEV-00455,UK,Zoom,Zoom Meetings,Cloud,5,4
456,DEV-00456,UK,SQL Server,SQL 2022,On-Prem,5,3
457,DEV-00457,UK,Zoom,Zoom Meetings,On-Prem,3,1
458,DEV-00458,Germany,Adobe CC,Premiere Pro,On-Prem,5,5
459,DEV-00459,India,Microsoft 365,Teams,Cloud,1,0
460,DEV-00460,Singapore,Adobe CC,Illustrator,Cloud,2,1
461,DEV-00461,Singapore,Adobe CC,Illustrator,Cloud,2,0
462,DEV-00462,UK,Salesforce,CRM Cloud,Cloud,3,1
463,DEV-00463,UK,Salesforce,CRM Cloud,On-Prem,4,3
464,DEV-00464,UK,Oracle DB,Oracle 21c,Cloud,2,0
465,DEV-00465,Singapore,Oracle DB,Oracle 19c,On-Prem,1,1
466,DEV-00466,US,Salesforce,CRM Cloud,On-Prem,1,0
467,DEV-00467,UK,Salesforce,CRM Cloud,On-Prem,5,4
468,DEV-00468,UK,SQL Server,SQL 2022,On-Prem,2,1
469,DEV-00469,US,Zoom,Zoom Meetings,On-Prem,3,1
470,DEV-00470,UK,Oracle DB,Oracle 21c,On-Prem,5,4
471,DEV-00471,India,Adobe CC,Illustrator,On-Prem,3,2
472,DEV-00472,India,Salesforce,CRM Cloud,Cloud,3,2
473,DEV-00473,Germany,Microsoft 365,Teams,Cloud,4,0
474,DEV-00474,UK,Adobe CC,Illustrator,Cloud,3,2
475,DEV-00475,US,Microsoft 365,Word,Cloud,2,0
476,DEV-00476,Singapore,Oracle DB,Oracle 21c,Cloud,2,0
477,DEV-00477,Germany,Adobe CC,Photoshop,Cloud,2,2
478,DEV-00478,UK,Oracle DB,Oracle 21c,On-Prem,1,0
479,DEV-00479,US,Adobe CC,Photoshop,Cloud,1,0
480,DEV-00480,Singapore,Oracle DB,Oracle 19c,On-Prem,2,1
481,DEV-00481,UK,Oracle DB,Oracle 21c,On-Prem,3,1
482,DEV-00482,Germany,Salesforce,CRM Cloud,Cloud,4,0
483,DEV-00483,Germany,Oracle DB,Oracle 19c,On-Prem,3,1
484,DEV-00484,Germany,Oracle DB,Oracle 21c,On-Prem,1,1
485,DEV-00485,UK,Adobe CC,Premiere Pro,Cloud,5,0
486,DEV-00486,India,Microsoft 365,Teams,On-Prem,2,1
487,DEV-00487,Singapore,Microsoft 365,PowerPoint,On-Prem,2,1
488,DEV-00488,UK,Microsoft 365,PowerPoint,On-Prem,5,1
489,DEV-00489,UK,SQL Server,SQL 2019,Cloud,4,1
490,DEV-00490,Singapore,Oracle DB,Oracle 19c,Cloud,1,1
491,DEV-00491,US,Microsoft 365,PowerPoint,Cloud,5,4
492,DEV-00492,Singapore,Oracle DB,Oracle 19c,On-Prem,5,4
493,DEV-00493,US,Oracle DB,Oracle 21c,On-Prem,2,1
494,DEV-00494,India,Adobe CC,Premiere Pro,On-Prem,4,1
495,DEV-00495,UK,Microsoft 365,PowerPoint,Cloud,5,3
496,DEV-00496,Singapore,Microsoft 365,Word,On-Prem,1,1
497,DEV-00497,India,Zoom,Zoom Meetings,On-Prem,1,1
498,DEV-00498,UK,Salesforce,CRM Cloud,On-Prem,3,2
499,DEV-00499,US,Adobe CC,Illustrator,On-Prem,3,1
500,DEV-00500,UK,SQL Server,SQL 2019,Cloud,1,0
501,DEV-00501,Germany,Microsoft 365,Excel,Cloud,3,1
502,DEV-00502,India,SQL Server,SQL 2019,On-Prem,1,1
503,DEV-00503,India,Salesforce,CRM Cloud,Cloud,5,4
504,DEV-00504,US,Oracle DB,Oracle 19c,Cloud,5,0
505,DEV-00505,US,SQL Server,SQL 2022,On-Prem,2,1
506,DEV-00506,US,Adobe CC,Photoshop,On-Prem,2,2
507,DEV-00507,Germany,SQL Server,SQL 2022,Cloud,1,1
508,DEV-00508,UK,Salesforce,CRM Cloud,On-Prem,2,0
509,DEV-00509,Singapore,Oracle DB,Oracle 21c,Cloud,1,1
510,DEV-00510,UK,Zoom,Zoom Meetings,Cloud,2,1
511,DEV-00511,Singapore,Zoom,Zoom Meetings,Cloud,1,1
512,DEV-00512,Singapore,Adobe CC,Illustrator,Cloud,1,0
513,DEV-00513,Singapore,Oracle DB,Oracle 19c,Cloud,4,3
514,DEV-00514,Singapore,Adobe CC,Illustrator,On-Prem,1,1
515,DEV-00515,Germany,SQL Server,SQL 2019,On-Prem,4,0
516,DEV-00516,Germany,Microsoft 365,PowerPoint,Cloud,2,2
517,DEV-00517,India,Zoom,Zoom Meetings,On-Prem,3,0
518,DEV-00518,Germany,Oracle DB,Oracle 19c,Cloud,4,0
519,DEV-00519,Singapore,Adobe CC,Premiere Pro,On-Prem,5,4
520,DEV-00520,Singapore,Microsoft 365,Word,Cloud,3,0
521,DEV-00521,Germany,Oracle DB,Oracle 19c,On-Prem,4,0
522,DEV-00522,Germany,Adobe CC,Illustrator,On-Prem,1,0
523,DEV-00523,UK,Zoom,Zoom Meetings,Cloud,3,2
524,DEV-00524,UK,Oracle DB,Oracle 19c,On-Prem,5,4
525,DEV-00525,Singapore,Microsoft 365,Teams,On-Prem,3,0
526,DEV-00526,UK,Oracle DB,Oracle 19c,On-Prem,5,3
527,DEV-00527,US,Microsoft 365,Excel,Cloud,2,1
528,DEV-00528,UK,SQL Server,SQL 2022,Cloud,1,0
529,DEV-00529,US,Adobe CC,Premiere Pro,On-Prem,4,2
530,DEV-00530,US,Salesforce,CRM Cloud,On-Prem,4,2
531,DEV-00531,Singapore,Zoom,Zoom Meetings,Cloud,5,0
532,DEV-00532,India,Salesforce,CRM Cloud,Cloud,4,1
533,DEV-00533,US,Salesforce,CRM Cloud,Cloud,4,4
534,DEV-00534,India,Microsoft 365,PowerPoint,On-Prem,2,2
535,DEV-00535,UK,Adobe CC,Photoshop,Cloud,4,0
536,DEV-00536,UK,SQL Server,SQL 2019,Cloud,2,2
537,DEV-00537,Singapore,Oracle DB,Oracle 19c,On-Prem,3,3
538,DEV-00538,India,Microsoft 365,Word,Cloud,1,1
539,DEV-00539,UK,Salesforce,CRM Cloud,Cloud,4,3
540,DEV-00540,US,Adobe CC,Illustrator,Cloud,3,0
541,DEV-00541,Germany,Oracle DB,Oracle 19c,Cloud,2,2
542,DEV-00542,UK,Salesforce,CRM Cloud,Cloud,3,1
543,DEV-00543,US,Adobe CC,Photoshop,Cloud,1,0
544,DEV-00544,Germany,Salesforce,CRM Cloud,On-Prem,3,3
545,DEV-00545,Singapore,Oracle DB,Oracle 21c,On-Prem,1,1
546,DEV-00546,Germany,SQL Server,SQL 2019,On-Prem,2,0
547,DEV-00547,US,Microsoft 365,PowerPoint,On-Prem,2,0
548,DEV-00548,India,Adobe CC,Premiere Pro,On-Prem,4,2
549,DEV-00549,US,Oracle DB,Oracle 21c,On-Prem,3,0
550,DEV-00550,India,Microsoft 365,Teams,On-Prem,1,1
551,DEV-00551,US,SQL Server,SQL 2022,On-Prem,2,1
552,DEV-00552,Singapore,Salesforce,CRM Cloud,Cloud,2,2
553,DEV-00553,India,Salesforce,CRM Cloud,On-Prem,2,1
554,DEV-00554,India,Microsoft 365,Word,On-Prem,5,4
555,DEV-00555,UK,Zoom,Zoom Meetings,Cloud,2,2
556,DEV-00556,Germany,Salesforce,CRM Cloud,On-Prem,2,0
557,DEV-00557,Singapore,Oracle DB,Oracle 19c,Cloud,1,1
558,DEV-00558,India,Adobe CC,Illustrator,On-Prem,1,1
559,DEV-00559,US,SQL Server,SQL 2022,Cloud,5,4
560,DEV-00560,US,Oracle DB,Oracle 21c,Cloud,3,1
561,DEV-00561,Germany,Oracle DB,Oracle 19c,Cloud,2,1
562,DEV-00562,US,Zoom,Zoom Meetings,On-Prem,4,4
563,DEV-00563,Singapore,Oracle DB,Oracle 21c,On-Prem,1,0
564,DEV-00564,UK,Zoom,Zoom Meetings,Cloud,3,1
565,DEV-00565,UK,Microsoft 365,PowerPoint,Cloud,2,1
566,DEV-00566,Germany,SQL Server,SQL 2022,On-Prem,5,5
567,DEV-00567,US,Adobe CC,Premiere Pro,Cloud,4,1
568,DEV-00568,US,Microsoft 365,PowerPoint,Cloud,3,1
569,DEV-00569,US,Microsoft 365,PowerPoint,Cloud,5,4
570,DEV-00570,Singapore,Oracle DB,Oracle 21c,On-Prem,5,4
571,DEV-00571,US,SQL Server,SQL 2019,On-Prem,5,5
572,DEV-00572,Singapore,Salesforce,CRM Cloud,Cloud,4,3
573,DEV-00573,Germany,Oracle DB,Oracle 21c,On-Prem,1,0
574,DEV-00574,US,Zoom,Zoom Meetings,On-Prem,4,2
575,DEV-00575,Singapore,Oracle DB,Oracle 21c,On-Prem,2,1
576,DEV-00576,Singapore,Oracle DB,Oracle 19c,Cloud,1,1
577,DEV-00577,Singapore,Salesforce,CRM Cloud,On-Prem,3,0
578,DEV-00578,UK,Zoom,Zoom Meetings,On-Prem,2,2
579,DEV-00579,US,Microsoft 365,Teams,On-Prem,3,0
580,DEV-00580,UK,Adobe CC,Photoshop,Cloud,2,1
581,DEV-00581,India,Oracle DB,Oracle 19c,Cloud,5,4
582,DEV-00582,US,Microsoft 365,Excel,Cloud,3,2
583,DEV-00583,Singapore,Oracle DB,Oracle 19c,Cloud,1,1
584,DEV-00584,Germany,Salesforce,CRM Cloud,Cloud,5,5
585,DEV-00585,India,SQL Server,SQL 2022,On-Prem,2,2
586,DEV-00586,Germany,Salesforce,CRM Cloud,On-Prem,5,1
587,DEV-00587,US,Microsoft 365,Word,On-Prem,3,3
588,DEV-00588,Singapore,SQL Server,SQL 2022,On-Prem,5,3
589,DEV-00589,India,SQL Server,SQL 2022,Cloud,5,4
590,DEV-00590,UK,Zoom,Zoom Meetings,On-Prem,2,2
591,DEV-00591,US,Adobe CC,Illustrator,Cloud,1,1
592,DEV-00592,UK,Zoom,Zoom Meetings,Cloud,5,0
593,DEV-00593,India,Adobe CC,Photoshop,Cloud,3,3
594,DEV-00594,Germany,Adobe CC,Premiere Pro,Cloud,1,0
595,DEV-00595,Germany,Salesforce,CRM Cloud,On-Prem,1,1
596,DEV-00596,India,Microsoft 365,Word,On-Prem,1,0
597,DEV-00597,US,Adobe CC,Photoshop,Cloud,3,3
598,DEV-00598,Singapore,Salesforce,CRM Cloud,On-Prem,3,0
599,DEV-00599,Singapore,Salesforce,CRM Cloud,On-Prem,4,4
600,DEV-00600,US,Microsoft 365,PowerPoint,On-Prem,3,2
601,DEV-00601,Singapore,Salesforce,CRM Cloud,Cloud,3,0
602,DEV-00602,US,Microsoft 365,PowerPoint,On-Prem,5,0
603,DEV-00603,India,Salesforce,CRM Cloud,Cloud,3,3
604,DEV-00604,Germany,SQL Server,SQL 2022,Cloud,3,3
605,DEV-00605,Germany,Salesforce,CRM Cloud,Cloud,4,2
606,DEV-00606,Germany,Salesforce,CRM Cloud,Cloud,2,1
607,DEV-00607,UK,Microsoft 365,Teams,Cloud,5,2
608,DEV-00608,Singapore,Salesforce,CRM Cloud,Cloud,3,2
609,DEV-00609,Germany,Salesforce,CRM Cloud,On-Prem,2,1
610,DEV-00610,UK,Adobe CC,Photoshop,On-Prem,5,1
611,DEV-00611,India,Adobe CC,Premiere Pro,Cloud,5,0
612,DEV-00612,US,Adobe CC,Premiere Pro,Cloud,3,1
613,DEV-00613,Singapore,Salesforce,CRM Cloud,Cloud,5,4
614,DEV-00614,Germany,SQL Server,SQL 2022,Cloud,4,4
615,DEV-00615,India,SQL Server,SQL 2022,On-Prem,3,1
616,DEV-00616,India,Microsoft 365,PowerPoint,On-Prem,5,0
617,DEV-00617,UK,Salesforce,CRM Cloud,On-Prem,2,0
618,DEV-00618,US,Adobe CC,Illustrator,On-Prem,4,4
619,DEV-00619,Germany,Microsoft 365,Teams,On-Prem,2,1
620,DEV-00620,Germany,Salesforce,CRM Cloud,On-Prem,1,1
621,DEV-00621,India,Adobe CC,Photoshop,Cloud,4,2
622,DEV-00622,UK,SQL Server,SQL 2022,Cloud,3,2
623,DEV-00623,UK,Adobe CC,Illustrator,On-Prem,4,2
624,DEV-00624,India,Salesforce,CRM Cloud,On-Prem,5,2
625,DEV-00625,UK,Zoom,Zoom Meetings,On-Prem,3,2
626,DEV-00626,US,Zoom,Zoom Meetings,Cloud,5,3
627,DEV-00627,India,Microsoft 365,Excel,Cloud,1,0
628,DEV-00628,US,Zoom,Zoom Meetings,Cloud,5,3
629,DEV-00629,Singapore,Zoom,Zoom Meetings,On-Prem,3,0
630,DEV-00630,US,Microsoft 365,Word,Cloud,2,2
631,DEV-00631,Germany,Microsoft 365,Teams,Cloud,3,2
632,DEV-00632,UK,Adobe CC,Premiere Pro,On-Prem,5,0
633,DEV-00633,US,Salesforce,CRM Cloud,On-Prem,3,2
634,DEV-00634,India,Salesforce,CRM Cloud,On-Prem,5,0
635,DEV-00635,India,Adobe CC,Photoshop,On-Prem,5,2
636,DEV-00636,Singapore,Microsoft 365,Teams,On-Prem,3,3
637,DEV-00637,Germany,Adobe CC,Photoshop,On-Prem,4,3
638,DEV-00638,Germany,SQL Server,SQL 2019,Cloud,1,1
639,DEV-00639,India,Zoom,Zoom Meetings,On-Prem,3,2
640,DEV-00640,Germany,Oracle DB,Oracle 21c,On-Prem,3,2
641,DEV-00641,India,Microsoft 365,Teams,Cloud,2,0
642,DEV-00642,US,Salesforce,CRM Cloud,Cloud,2,1
643,DEV-00643,UK,Zoom,Zoom Meetings,Cloud,2,1
644,DEV-00644,India,Salesforce,CRM Cloud,Cloud,5,0
645,DEV-00645,India,SQL Server,SQL 2019,On-Prem,5,4
646,DEV-00646,US,Salesforce,CRM Cloud,On-Prem,2,1
647,DEV-00647,India,Oracle DB,Oracle 21c,On-Prem,1,0
648,DEV-00648,Singapore,Salesforce,CRM Cloud,On-Prem,5,3
649,DEV-00649,UK,Salesforce,CRM Cloud,On-Prem,1,1
650,DEV-00650,UK,Salesforce,CRM Cloud,Cloud,5,3
651,DEV-00651,UK,Zoom,Zoom Meetings,On-Prem,1,0
652,DEV-00652,India,Microsoft 365,PowerPoint,Cloud,2,2
653,DEV-00653,UK,SQL Server,SQL 2022,On-Prem,4,3
654,DEV-00654,US,Adobe CC,Illustrator,Cloud,5,1
655,DEV-00655,UK,Adobe CC,Premiere Pro,Cloud,1,1
656,DEV-00656,UK,Salesforce,CRM Cloud,Cloud,3,1
657,DEV-00657,Germany,Salesforce,CRM Cloud,Cloud,1,1
658,DEV-00658,US,Adobe CC,Premiere Pro,On-Prem,1,1
659,DEV-00659,US,Adobe CC,Illustrator,Cloud,3,3
660,DEV-00660,UK,SQL Server,SQL 2019,On-Prem,5,5
661,DEV-00661,US,Zoom,Zoom Meetings,On-Prem,5,0
662,DEV-00662,Germany,Microsoft 365,Word,Cloud,3,1
663,DEV-00663,India,SQL Server,SQL 2022,On-Prem,2,0
664,DEV-00664,Singapore,Oracle DB,Oracle 19c,Cloud,5,5
665,DEV-00665,Singapore,Adobe CC,Illustrator,Cloud,5,3
666,DEV-00666,US,Salesforce,CRM Cloud,On-Prem,1,0
667,DEV-00667,US,Microsoft 365,Teams,On-Prem,1,1
668,DEV-00668,Germany,Salesforce,CRM Cloud,On-Prem,2,2
669,DEV-00669,UK,Microsoft 365,Teams,On-Prem,4,3
670,DEV-00670,Singapore,Adobe CC,Premiere Pro,On-Prem,5,2
671,DEV-00671,India,Adobe CC,Photoshop,Cloud,5,4
672,DEV-00672,Singapore,Salesforce,CRM Cloud,On-Prem,3,1
673,DEV-00673,India,Microsoft 365,Word,Cloud,1,0
674,DEV-00674,Germany,Oracle DB,Oracle 21c,On-Prem,3,3
675,DEV-00675,Singapore,Salesforce,CRM Cloud,Cloud,5,0
676,DEV-00676,Singapore,Salesforce,CRM Cloud,On-Prem,2,0
677,DEV-00677,India,Adobe CC,Photoshop,Cloud,4,1
678,DEV-00678,Germany,SQL Server,SQL 2019,On-Prem,5,3
679,DEV-00679,Singapore,Zoom,Zoom Meetings,Cloud,5,3
680,DEV-00680,India,SQL Server,SQL 2019,Cloud,4,0
681,DEV-00681,India,Oracle DB,Oracle 19c,On-Prem,5,4
682,DEV-00682,UK,Adobe CC,Premiere Pro,Cloud,4,0
683,DEV-00683,Germany,Salesforce,CRM Cloud,Cloud,1,1
684,DEV-00684,India,Zoom,Zoom Meetings,On-Prem,3,3
685,DEV-00685,Singapore,Oracle DB,Oracle 19c,Cloud,2,0
686,DEV-00686,UK,Salesforce,CRM Cloud,On-Prem,1,0
687,DEV-00687,US,Zoom,Zoom Meetings,Cloud,1,0
688,DEV-00688,India,Salesforce,CRM Cloud,Cloud,4,4
689,DEV-00689,Singapore,Adobe CC,Photoshop,On-Prem,5,2
690,DEV-00690,US,Salesforce,CRM Cloud,On-Prem,5,2
691,DEV-00691,UK,Salesforce,CRM Cloud,Cloud,3,1
692,DEV-00692,UK,Oracle DB,Oracle 19c,On-Prem,3,0
693,DEV-00693,UK,SQL Server,SQL 2022,On-Prem,1,0
694,DEV-00694,Germany,Salesforce,CRM Cloud,On-Prem,1,1
695,DEV-00695,US,SQL Server,SQL 2019,On-Prem,5,3
696,DEV-00696,India,Adobe CC,Photoshop,On-Prem,3,2
697,DEV-00697,Germany,Oracle DB,Oracle 21c,Cloud,5,1
698,DEV-00698,India,Zoom,Zoom Meetings,Cloud,1,1
699,DEV-00699,Germany,SQL Server,SQL 2019,On-Prem,5,0
700,DEV-00700,UK,Oracle DB,Oracle 19c,On-Prem,3,3
701,DEV-00701,India,Zoom,Zoom Meetings,Cloud,3,1
702,DEV-00702,India,Oracle DB,Oracle 19c,Cloud,1,0
703,DEV-00703,India,Salesforce,CRM Cloud,On-Prem,2,2
704,DEV-00704,India,Microsoft 365,Teams,Cloud,3,3
705,DEV-00705,India,Salesforce,CRM Cloud,On-Prem,4,4
706,DEV-00706,Germany,Salesforce,CRM Cloud,Cloud,1,1
707,DEV-00707,Singapore,SQL Server,SQL 2022,On-Prem,3,0
708,DEV-00708,US,SQL Server,SQL 2019,On-Prem,3,3
709,DEV-00709,Singapore,Oracle DB,Oracle 19c,Cloud,3,2
710,DEV-00710,India,Zoom,Zoom Meetings,Cloud,5,5
711,DEV-00711,Germany,SQL Server,SQL 2019,On-Prem,3,1
712,DEV-00712,Germany,SQL Server,SQL 2022,Cloud,1,1
713,DEV-00713,India,Salesforce,CRM Cloud,Cloud,4,3
714,DEV-00714,US,Adobe CC,Premiere Pro,Cloud,3,2
715,DEV-00715,US,Salesforce,CRM Cloud,On-Prem,4,1
716,DEV-00716,US,Adobe CC,Illustrator,On-Prem,4,0
717,DEV-00717,UK,Microsoft 365,PowerPoint,On-Prem,4,1
718,DEV-00718,Germany,Adobe CC,Photoshop,On-Prem,2,1
719,DEV-00719,UK,SQL Server,SQL 2019,Cloud,5,2
720,DEV-00720,US,Salesforce,CRM Cloud,Cloud,1,1
721,DEV-00721,India,Oracle DB,Oracle 21c,On-Prem,5,4
722,DEV-00722,India,SQL Server,SQL 2019,On-Prem,1,0
723,DEV-00723,India,SQL Server,SQL 2019,Cloud,1,0
724,DEV-00724,US,Zoom,Zoom Meetings,On-Prem,4,2
725,DEV-00725,Singapore,Salesforce,CRM Cloud,Cloud,3,3
726,DEV-00726,Singapore,Microsoft 365,Excel,Cloud,5,2
727,DEV-00727,Singapore,Microsoft 365,Word,Cloud,5,1
728,DEV-00728,Singapore,Microsoft 365,Teams,On-Prem,1,0
729,DEV-00729,Singapore,Salesforce,CRM Cloud,Cloud,3,3
730,DEV-00730,Singapore,Adobe CC,Premiere Pro,Cloud,4,4
731,DEV-00731,India,Oracle DB,Oracle 19c,On-Prem,2,0
732,DEV-00732,US,Zoom,Zoom Meetings,On-Prem,4,0
733,DEV-00733,UK,Oracle DB,Oracle 21c,Cloud,1,0
734,DEV-00734,India,SQL Server,SQL 2022,Cloud,4,3
735,DEV-00735,UK,Adobe CC,Premiere Pro,On-Prem,5,1
736,DEV-00736,US,Microsoft 365,Excel,On-Prem,3,2
737,DEV-00737,UK,Adobe CC,Photoshop,Cloud,1,0
738,DEV-00738,UK,Oracle DB,Oracle 21c,On-Prem,3,3
739,DEV-00739,UK,Oracle DB,Oracle 21c,Cloud,2,0
740,DEV-00740,US,Microsoft 365,Word,Cloud,2,2
741,DEV-00741,UK,SQL Server,SQL 2019,On-Prem,4,2
742,DEV-00742,Germany,Salesforce,CRM Cloud,Cloud,2,0
743,DEV-00743,Singapore,Microsoft 365,Teams,Cloud,2,2
744,DEV-00744,US,SQL Server,SQL 2022,On-Prem,3,3
745,DEV-00745,UK,Adobe CC,Illustrator,Cloud,3,1
746,DEV-00746,India,SQL Server,SQL 2019,Cloud,3,2
747,DEV-00747,UK,Oracle DB,Oracle 21c,Cloud,1,0
748,DEV-00748,US,Microsoft 365,Word,Cloud,5,3
749,DEV-00749,UK,Zoom,Zoom Meetings,Cloud,2,0
750,DEV-00750,Germany,Microsoft 365,Word,Cloud,1,1
751,DEV-00751,Germany,Adobe CC,Photoshop,Cloud,2,1
752,DEV-00752,Germany,Salesforce,CRM Cloud,Cloud,2,1
753,DEV-00753,UK,Microsoft 365,Excel,On-Prem,5,0
754,DEV-00754,UK,Salesforce,CRM Cloud,On-Prem,4,1
755,DEV-00755,Germany,Zoom,Zoom Meetings,On-Prem,1,1
756,DEV-00756,US,SQL Server,SQL 2022,On-Prem,1,0
757,DEV-00757,Germany,Salesforce,CRM Cloud,On-Prem,1,1
758,DEV-00758,Germany,Zoom,Zoom Meetings,On-Prem,4,2
759,DEV-00759,Singapore,Oracle DB,Oracle 21c,Cloud,1,1
760,DEV-00760,UK,Zoom,Zoom Meetings,On-Prem,2,0
761,DEV-00761,India,Adobe CC,Illustrator,On-Prem,5,1
762,DEV-00762,Germany,SQL Server,SQL 2022,On-Prem,2,2
763,DEV-00763,Singapore,Oracle DB,Oracle 19c,On-Prem,4,0
764,DEV-00764,US,Microsoft 365,PowerPoint,Cloud,4,1
765,DEV-00765,India,SQL Server,SQL 2022,Cloud,1,1
766,DEV-00766,UK,Zoom,Zoom Meetings,Cloud,2,2
767,DEV-00767,UK,Adobe CC,Illustrator,Cloud,5,0
768,DEV-00768,India,Salesforce,CRM Cloud,On-Prem,3,1
769,DEV-00769,US,Oracle DB,Oracle 19c,On-Prem,4,3
770,DEV-00770,India,SQL Server,SQL 2019,Cloud,5,2
771,DEV-00771,US,Microsoft 365,Word,Cloud,5,4
772,DEV-00772,Germany,Salesforce,CRM Cloud,Cloud,5,2
773,DEV-00773,Germany,Zoom,Zoom Meetings,Cloud,4,3
774,DEV-00774,Singapore,Adobe CC,Illustrator,Cloud,5,4
775,DEV-00775,US,Oracle DB,Oracle 19c,On-Prem,4,3
776,DEV-00776,US,Oracle DB,Oracle 21c,On-Prem,4,2
777,DEV-00777,Singapore,Adobe CC,Illustrator,On-Prem,1,1
778,DEV-00778,Singapore,SQL Server,SQL 2022,On-Prem,2,2
779,DEV-00779,US,Zoom,Zoom Meetings,On-Prem,4,4
780,DEV-00780,Germany,Salesforce,CRM Cloud,Cloud,4,4
781,DEV-00781,Germany,SQL Server,SQL 2022,Cloud,3,0
782,DEV-00782,Germany,SQL Server,SQL 2022,Cloud,2,0
783,DEV-00783,US,Adobe CC,Photoshop,On-Prem,5,0
784,DEV-00784,Germany,Adobe CC,Illustrator,Cloud,1,0
785,DEV-00785,India,SQL Server,SQL 2019,On-Prem,4,1
786,DEV-00786,US,SQL Server,SQL 2019,Cloud,1,0
